cities,population
Saint-Michel-sur-Orge,1707437
Saint-Michel-sur-Rhône,45025
Saint-Michel-sur-Savasse,2464321
Saint-Michel-sur-Ternoise,1689374
Saint-Michel-Tubœuf,870236
Saint-Mihiel,1400834
Saint-Mitre-les-Remparts,222048
Saint-Molf,2593199
Saint-Momelin,2102504
Saint-Mont,1289734
Saint-Montan,2202315
Saint-Moré,496332
Saint-Moreil,31214
Saint-Morel,1934926
Saint-Morillon,2529356
Saint-Mury-Monteymond,1218039
Saint-Myon,707623
Saint-Nabor,1424754
Saint-Nabord,1606522
Saint-Nabord-sur-Aube,601769
Saint-Nauphary,547062
Saint-Nazaire,1864270
Saint-Nazaire,1838902
Saint-Nazaire,2155592
Saint-Nazaire-d'Aude,359116
Saint-Nazaire-de-Ladarez,1203146
Saint-Nazaire-de-Pézan,2497797
Saint-Nazaire-de-Valentane,1581599
Saint-Nazaire-des-Gardies,2085569
Saint-Nazaire-en-Royans,1911180
Saint-Nazaire-le-Désert,370327
Saint-Nazaire-les-Eymes,1345139
Saint-Nazaire-sur-Charente,1093719
Saint-Nectaire,1522069
Saint-Nexans,2532482
Saint-Nic,1916953
Saint-Nicodème,1091800
Saint-Nicolas,275179
Saint-Nicolas-aux-Bois,2276906
Saint-Nicolas-d'Aliermont,1982844
Saint-Nicolas-d'Attez,1261383
Saint-Nicolas-de-Bliquetuit,431104
Saint-Nicolas-de-Bourgueil,2193169
Saint-Nicolas-de-la-Balerme,658156
Saint-Nicolas-de-la-Grave,1235787
Saint-Nicolas-de-la-Haie,1655181
Saint-Nicolas-de-la-Taille,820875
Saint-Nicolas-de-Macherin,707062
Saint-Nicolas-de-Pierrepont,956908
Saint-Nicolas-de-Port,1528645
Saint-Nicolas-de-Redon,2148921
Saint-Nicolas-de-Sommaire,2475881
Saint-Nicolas-des-Biefs,1332863
Saint-Nicolas-des-Bois,2145235
Saint-Nicolas-des-Bois,65624
Saint-Nicolas-des-Laitiers,2371027
Saint-Nicolas-des-Motets,2262714
Saint-Nicolas-du-Bosc,1080908
Saint-Nicolas-du-Pélem,2608880
Saint-Nicolas-du-Tertre,279092
Saint-Nicolas-la-Chapelle,786441
Saint-Nicolas-la-Chapelle,885898
Saint-Nicolas-lès-Cîteaux,4535
Saint-Nizier-d'Azergues,332026
Saint-Nizier-de-Fornas,2719725
Saint-Nizier-du-Moucherotte,1632709
Saint-Nizier-le-Bouchoux,1728562
Saint-Nizier-le-Désert,2295876
Saint-Nizier-sous-Charlieu,328358
Saint-Nizier-sur-Arroux,2189201
Saint-Nolff,2466585
Saint-Nom-la-Bretèche,1913660
Saint-Offenge-Dessous,2375502
Saint-Offenge-Dessus,2212175
Saint-Omer,2283430
Saint-Omer,908966
Saint-Omer-Capelle,1966753
Saint-Omer-en-Chaussée,1270281
Saint-Ondras,401648
Saint-Onen-la-Chapelle,157760
Saint-Oradoux-de-Chirouze,670781
Saint-Oradoux-près-Crocq,314690
Saint-Orens,64035
Saint-Orens-de-Gameville,1515320
Saint-Orens-Pouy-Petit,2272450
Saint-Ost,1426369
Saint-Ouen,1020217
Saint-Ouen,2548944
Saint-Ouen,736748
Saint-Ouen,1184098
Saint-Ouen-d'Attez,2327919
Saint-Ouen-d'Aunis,1967685
Saint-Ouen-de-la-Cour,1634578
Saint-Ouen-de-Mimbré,1814121
Saint-Ouen-de-Pontcheuil,1594709
Saint-Ouen-de-Sécherouvre,985956
Saint-Ouen-de-Thouberville,874607
Saint-Ouen-des-Alleux,1867673
Saint-Ouen-des-Besaces,2349513
Saint-Ouen-des-Champs,1189257
Saint-Ouën-des-Toits,843451
Saint-Ouën-des-Vallons,183884
Saint-Ouen-Domprot,2082067
Saint-Ouen-du-Breuil,2611870
Saint-Ouen-du-Mesnil-Oger,2175593
Saint-Ouen-du-Tilleul,2306646
Saint-Ouen-en-Belin,1216631
Saint-Ouen-en-Brie,552356
Saint-Ouen-en-Champagne,1771149
Saint-Ouen-l'Aumône,361218
Saint-Ouen-la-Rouërie,1484390
Saint-Ouen-le-Brisoult,2275108
Saint-Ouen-le-Houx,2386477
Saint-Ouen-le-Mauger,2382873
Saint-Ouen-le-Pin,2357182
Saint-Ouen-lès-Parey,2042030
Saint-Ouen-les-Vignes,2736566
Saint-Ouen-Marchefroy,588637
Saint-Ouen-sous-Bailly,168531
Saint-Ouen-sur-Gartempe,1980122
Saint-Ouen-sur-Iton,2588258
Saint-Ouen-sur-Loire,412169
Saint-Ouen-sur-Maire,1626375
Saint-Ouen-sur-Morin,706995
Saint-Oulph,2040903
Saint-Ours,1933552
Saint-Ours,2263016
Saint-Outrille,2093187
Saint-Ovin,2726114
Saint-Oyen,2054695
Saint-Pabu,1795740
Saint-Paër,2079699
Saint-Pair,2242018
Saint-Pair-sur-Mer,808657
Saint-Pal-de-Chalencon,2464923
Saint-Pal-de-Mons,1409540
Saint-Pal-de-Senouire,2331930
Saint-Palais,2377423
Saint-Palais,692852
Saint-Palais,699460
Saint-Palais,2290236
Saint-Palais-de-Négrignac,1025927
Saint-Palais-de-Phiolin,2152132
Saint-Palais-du-Né,1607028
Saint-Palais-sur-Mer,974372
Saint-Pancrace,1701849
Saint-Pancrace,1555382
Saint-Pancrasse,376204
Saint-Pancré,629642
Saint-Pandelon,2646612
Saint-Pantaléon,2220201
Saint-Pantaléon,1607358
Saint-Pantaléon-de-Lapleau,909872
Saint-Pantaléon-de-Larche,364734
Saint-Pantaléon-les-Vignes,1454148
Saint-Pantaly-d'Ans,2553957
Saint-Pantaly-d'Excideuil,2657120
Saint-Papoul,1180353
Saint-Pardon-de-Conques,163470
Saint-Pardoult,242770
Saint-Pardoux,1773775
Saint-Pardoux,1427385
Saint-Pardoux,2566885
Saint-Pardoux-Corbier,2113391
Saint-Pardoux-d'Arnet,1204661
Saint-Pardoux-de-Drône,484479
Saint-Pardoux-du-Breuil,840875
Saint-Pardoux-et-Vielvic,2559795
Saint-Pardoux-Isaac,1545220
Saint-Pardoux-l'Ortigier,2233001
Saint-Pardoux-la-Croisille,678567
Saint-Pardoux-la-Rivière,2274344
Saint-Pardoux-le-Neuf,2644291
Saint-Pardoux-le-Neuf,1317072
Saint-Pardoux-le-Vieux,1811539
Saint-Pardoux-les-Cards,731798
Saint-Pardoux-Morterolles,419834
Saint-Pargoire,458747
Saint-Parize-en-Viry,2288046
Saint-Parize-le-Châtel,239695
Saint-Parres-aux-Tertres,1009755
Saint-Parres-lès-Vaudes,974645
Saint-Parthem,2599188
Saint-Pastour,2168041
Saint-Pastous,1111142
Saint-Paterne,2420053
Saint-Paterne-Racan,1875744
Saint-Pathus,858030
Saint-Patrice,932226
Saint-Patrice-de-Claids,1065382
Saint-Patrice-du-Désert,459970
Saint-Paul,491783
Saint-Paul,1545691
Saint-Paul,510225
Saint-Paul,413809
Saint-Paul,1573096
Saint-Paul,1730097
Saint-Paul,2508424
Saint-Paul,2599732
Saint-Paul,1794019
Saint-Paul-aux-Bois,665926
Saint-Paul-Cap-de-Joux,1567342
Saint-Paul-d'Espis,2346565
Saint-Paul-d'Izeaux,1264534
Saint-Paul-d'Oueil,530431
Saint-Paul-d'Uzore,980313
Saint-Paul-de-Baïse,945512
Saint-Paul-de-Fenouillet,2151403
Saint-Paul-de-Fourques,1840414
Saint-Paul-de-Jarrat,1592243
Saint-Paul-de-Loubressac,1258277
Saint-Paul-de-Salers,387115
Saint-Paul-de-Serre,1656682
Saint-Paul-de-Tartas,392061
Saint-Paul-de-Varax,719267
Saint-Paul-de-Varces,1932617
Saint-Paul-de-Vern,2397169
Saint-Paul-de-Vézelin,1362412
Saint-Paul-des-Landes,904391
Saint-Paul-du-Bois,2783472
Saint-Paul-du-Vernay,621417
Saint-Paul-en-Born,2205014
Saint-Paul-en-Chablais,1472596
Saint-Paul-en-Cornillon,959430
Saint-Paul-en-Forêt,973161
Saint-Paul-en-Gâtine,1618640
Saint-Paul-en-Jarez,1215417
Saint-Paul-en-Pareds,311150
Saint-Paul-et-Valmalle,1824732
Saint-Paul-la-Coste,2708745
Saint-Paul-la-Roche,1429240
Saint-Paul-le-Froid,1527881
Saint-Paul-le-Gaultier,2426651
Saint-Paul-le-Jeune,2260406
Saint-Paul-lès-Dax,1815069
Saint-Paul-lès-Durance,1820518
Saint-Paul-les-Fonts,1405734
Saint-Paul-lès-Monestier,676222
Saint-Paul-lès-Romans,2765270
Saint-Paul-Lizonne,606292
Saint-Paul-Mont-Penit,605208
Saint-Paul-sur-Isère,1139690
Saint-Paul-sur-Save,346059
Saint-Paul-sur-Ubaye,620548
Saint-Paul-Trois-Châteaux,598774
Saint-Paulet,2147696
Saint-Paulet-de-Caisson,287551
Saint-Paulien,830733
Saint-Pavace,1655023
Saint-Pé-d'Ardet,1635673
Saint-Pé-de-Bigorre,520198
Saint-Pé-de-Léren,1949608
Saint-Pé-Delbosc,2018900
Saint-Pé-Saint-Simon,21823
Saint-Pée-sur-Nivelle,185433
Saint-Pellerin,2674498
Saint-Pellerin,1319302
Saint-Péran,1275426
Saint-Péravy-la-Colombe,1098634
Saint-Péray,1967620
Saint-Perdon,796940
Saint-Perdoux,459547
Saint-Perdoux,384286
Saint-Père,2149873
Saint-Père,1881294
Saint-Père,1868010
Saint-Père-en-Retz,1641591
Saint-Père-sur-Loire,1847952
Saint-Péreuse,275462
Saint-Pern,40787
Saint-Perreux,691465
Saint-Péver,2602268
Saint-Pey-d'Armens,1744472
Saint-Pey-de-Castets,672470
Saint-Phal,516573
Saint-Philbert-de-Bouaine,1260885
Saint-Philbert-de-Grand-Lieu,2008360
Saint-Philbert-des-Champs,229411
Saint-Philbert-du-Peuple,1024879
Saint-Philbert-en-Mauges,2163145
Saint-Philbert-sur-Boissey,2033839
Saint-Philbert-sur-Orne,994158
Saint-Philbert-sur-Risle,1718132
Saint-Philibert,1359413
Saint-Philibert,1917807
Saint-Philippe-d'Aiguille,2372940
Saint-Philippe-du-Seignal,1547090
Saint-Piat,1980676
Saint-Pierre,1089823
Saint-Pierre,964280
Saint-Pierre,1522092
Saint-Pierre,225149
Saint-Pierre,1315241
Saint-Pierre,2601139
Saint-Pierre-à-Arnes,2121226
Saint-Pierre-Aigle,978887
Saint-Pierre-Avez,1374845
Saint-Pierre-Azif,2351834
Saint-Pierre-Bellevue,1419998
Saint-Pierre-Bénouville,1566401
Saint-Pierre-Bois,1140797
Saint-Pierre-Brouck,2151349
Saint-Pierre-Canivet,248774
Saint-Pierre-Chérignat,2350380
Saint-Pierre-Colamine,196580
Saint-Pierre-d'Albigny,2448399
Saint-Pierre-d'Allevard,21939
Saint-Pierre-d'Alvey,2771264
Saint-Pierre-d'Amilly,590736
Saint-Pierre-d'Argençon,869026
Saint-Pierre-d'Arthéglise,1801894
Saint-Pierre-d'Aubézies,410753
Saint-Pierre-d'Aurillac,650387
Saint-Pierre-d'Autils,1291549
Saint-Pierre-d'Entremont,2311449
Saint-Pierre-d'Entremont,1201874
Saint-Pierre-d'Entremont,2034559
Saint-Pierre-d'Exideuil,100647
Saint-Pierre-d'Eyraud,1293623
Saint-Pierre-d'Irube,2147560
Saint-Pierre-d'Oléron,2564223
Saint-Pierre-de-Bailleul,2528064
Saint-Pierre-de-Bat,2725143
Saint-Pierre-de-Belleville,1247672
Saint-Pierre-de-Bœuf,1393841
Saint-Pierre-de-Bressieux,664516
Saint-Pierre-de-Buzet,2097350
Saint-Pierre-de-Cernières,966541
Saint-Pierre-de-Chandieu,2233747
Saint-Pierre-de-Chartreuse,393096
Saint-Pierre-de-Chérennes,2034225
Saint-Pierre-de-Chevillé,725644
Saint-Pierre-de-Chignac,404617
Saint-Pierre-de-Clairac,2202673
Saint-Pierre-de-Côle,2560212
Saint-Pierre-de-Colombier,2497025
Saint-Pierre-de-Cormeilles,778530
Saint-Pierre-de-Coutances,1845503
Saint-Pierre-de-Curtille,1791142
Saint-Pierre-de-Frugie,248839
Saint-Pierre-de-Fursac,2100808
Saint-Pierre-de-Genebroz,2465201
Saint-Pierre-de-Jards,368577
Saint-Pierre-de-Juillers,858611
Saint-Pierre-de-l'Île,1010504
Saint-Pierre-de-la-Fage,2101409
Saint-Pierre-de-Lages,2781043
Saint-Pierre-de-Lamps,2742531
Saint-Pierre-de-Maillé,2374401
Saint-Pierre-de-Mailloc,2631246
Saint-Pierre-de-Manneville,2602001
Saint-Pierre-de-Méaroz,657970
Saint-Pierre-de-Mésage,2553229
Saint-Pierre-de-Mézoargues,1626702
Saint-Pierre-de-Mons,2685367
Saint-Pierre-de-Nogaret,1367273
Saint-Pierre-de-Plesguen,175590
Saint-Pierre-de-Rivière,230745
Saint-Pierre-de-Salerne,1579190
Saint-Pierre-de-Semilly,438011
Saint-Pierre-de-Soucy,2258904
Saint-Pierre-de-Trivisy,1618315
Saint-Pierre-de-Varengeville,1721583
Saint-Pierre-de-Varennes,2369957
Saint-Pierre-de-Vassols,2019697
Saint-Pierre-dels-Forcats,343378
Saint-Pierre-des-Bois,754892
Saint-Pierre-des-Champs,2120841
Saint-Pierre-des-Corps,214493
Saint-Pierre-des-Échaubrognes,1191218
Saint-Pierre-des-Fleurs,210974
Saint-Pierre-des-Ifs,2239231
Saint-Pierre-des-Ifs,2509754
Saint-Pierre-des-Jonquières,1371357
Saint-Pierre-des-Landes,527735
Saint-Pierre-des-Loges,147024
Saint-Pierre-des-Nids,2078782
Saint-Pierre-des-Ormes,1235724
Saint-Pierre-des-Tripiers,448383
Saint-Pierre-du-Bosguérard,1034737
Saint-Pierre-du-Bû,1559338
Saint-Pierre-du-Champ,2284605
Saint-Pierre-du-Chemin,946825
Saint-Pierre-du-Fresne,1374161
Saint-Pierre-du-Jonquet,969398
Saint-Pierre-du-Lorouër,716280
Saint-Pierre-du-Mesnil,2474519
Saint-Pierre-du-Mont,1814094
Saint-Pierre-du-Mont,755298
Saint-Pierre-du-Mont,367594
Saint-Pierre-du-Palais,195973
Saint-Pierre-du-Perray,1638718
Saint-Pierre-du-Regard,471721
Saint-Pierre-du-Val,119994
Saint-Pierre-du-Vauvray,444481
Saint-Pierre-Église,2256951
Saint-Pierre-en-Faucigny,1767864
Saint-Pierre-en-Port,2597717
Saint-Pierre-en-Val,300302
Saint-Pierre-en-Vaux,281139
Saint-Pierre-es-Champs,344718
Saint-Pierre-Eynac,1087089
Saint-Pierre-la-Bourlhonne,1859622
Saint-Pierre-la-Bruyère,357593
Saint-Pierre-la-Cour,1991220
Saint-Pierre-la-Garenne,1591051
Saint-Pierre-la-Noaille,1177501
Saint-Pierre-la-Palud,562379
Saint-Pierre-la-Rivière,1612099
Saint-Pierre-la-Roche,136362
Saint-Pierre-la-Vieille,2243419
Saint-Pierre-Lafeuille,677935
Saint-Pierre-Langers,511588
Saint-Pierre-Laval,2283612
Saint-Pierre-Lavis,176054
Saint-Pierre-le-Bost,1213275
Saint-Pierre-le-Chastel,1273328
Saint-Pierre-le-Moûtier,2503283
Saint-Pierre-le-Vieux,1353751
Saint-Pierre-le-Vieux,1283333
Saint-Pierre-le-Vieux,1993986
Saint-Pierre-le-Vieux,50885
Saint-Pierre-le-Viger,1270020
Saint-Pierre-lès-Bitry,1609684
Saint-Pierre-les-Bois,379401
Saint-Pierre-lès-Elbeuf,470911
Saint-Pierre-les-Étieux,1511777
Saint-Pierre-lès-Franqueville,2281829
Saint-Pierre-lès-Nemours,2140260
Saint-Pierre-Montlimart,505553
Saint-Pierre-Quiberon,1803185
Saint-Pierre-Roche,608515
Saint-Pierre-Saint-Jean,432895
Saint-Pierre-sur-Dives,1352538
Saint-Pierre-sur-Doux,1220917
Saint-Pierre-sur-Dropt,1151348
Saint-Pierre-sur-Erve,2589394
Saint-Pierre-sur-Orthe,1132765
Saint-Pierre-sur-Vence,1889127
Saint-Pierre-Tarentaine,1951000
Saint-Pierre-Toirac,2090725
Saint-Pierremont,2089168
Saint-Pierremont,2310145
Saint-Pierremont,1378756
Saint-Pierreville,2368188
Saint-Pierrevillers,1688236
Saint-Plaisir,1197945
Saint-Plancard,2702096
Saint-Planchers,1190106
Saint-Plantaire,2696287
Saint-Point,1346018
Saint-Point-Lac,16716
Saint-Pois,2397082
Saint-Poix,2026276
Saint-Pol-de-Léon,2452661
Saint-Pol-sur-Mer,112493
Saint-Pol-sur-Ternoise,2787880
Saint-Polgues,408590
Saint-Polycarpe,2284525
Saint-Pompain,955450
Saint-Pompont,790225
Saint-Poncy,1862173
Saint-Pons,1713908
Saint-Pons,1213303
Saint-Pons-de-Mauchiens,230058
Saint-Pons-de-Thomières,302883
Saint-Pons-la-Calm,2271031
Saint-Pont,1238285
Saint-Porchaire,1374943
Saint-Porquier,26688
Saint-Pôtan,1815187
Saint-Pouange,635899
Saint-Pourçain-sur-Besbre,886651
Saint-Pourçain-sur-Sioule,1913555
Saint-Prancher,1216058
Saint-Préjet-Armandon,1415639
Saint-Préjet-d'Allier,1275073
Saint-Prest,9317
Saint-Preuil,749695
Saint-Priest,114239
Saint-Priest,1078096
Saint-Priest,735179
Saint-Priest-Bramefant,653301
Saint-Priest-d'Andelot,1144513
Saint-Priest-de-Gimel,1316654
Saint-Priest-des-Champs,2279371
Saint-Priest-en-Jarez,2682165
Saint-Priest-en-Murat,1473599
Saint-Priest-la-Feuille,191746
Saint-Priest-la-Marche,2355704
Saint-Priest-la-Plaine,100124
Saint-Priest-la-Prugne,2700105
Saint-Priest-la-Roche,2610227
Saint-Priest-la-Vêtre,1589760
Saint-Priest-les-Fougères,892017
Saint-Priest-Ligoure,2419981
Saint-Priest-Palus,2627544
Saint-Priest-sous-Aixe,2089008
Saint-Priest-Taurion,775762
Saint-Prim,1436756
Saint-Privat,2114272
Saint-Privat,1176316
Saint-Privat,875935
Saint-Privat-d'Allier,282296
Saint-Privat-de-Champclos,84687
Saint-Privat-de-Vallongue,2306249
Saint-Privat-des-Prés,879344
Saint-Privat-des-Vieux,2483569
Saint-Privat-du-Dragon,2065455
Saint-Privat-du-Fau,2452327
Saint-Privat-la-Montagne,518547
Saint-Privé,1461537
Saint-Privé,2119640
Saint-Prix,1912641
Saint-Prix,1894584
Saint-Prix,1606626
Saint-Prix,1153033
Saint-Prix-lès-Arnay,890099
Saint-Projet,1386478
Saint-Projet,925887
Saint-Projet-de-Salers,1662099
Saint-Projet-Saint-Constant,499001
Saint-Prouant,2365492
Saint-Pryvé-Saint-Mesmin,1586208
Saint-Puy,277518
Saint-Python,890306
Saint-Quantin-de-Rançanne,1238788
Saint-Quay-Perros,2414203
Saint-Quay-Portrieux,361692
Saint-Quentin,1208320
Saint-Quentin-au-Bosc,1928405
Saint-Quentin-de-Baron,996322
Saint-Quentin-de-Blavou,1712364
Saint-Quentin-de-Caplong,2194684
Saint-Quentin-de-Chalais,386382
Saint-Quentin-des-Isles,1872263
Saint-Quentin-des-Prés,1594788
Saint-Quentin-du-Dropt,1723006
Saint-Quentin-en-Mauges,1094507
Saint-Quentin-en-Tourmont,2631316
Saint-Quentin-Fallavier,2388907
Saint-Quentin-la-Chabanne,653207
Saint-Quentin-la-Motte-Croix-au-Bailly,584938
Saint-Quentin-la-Poterie,2191999
Saint-Quentin-la-Tour,126197
Saint-Quentin-le-Petit,1733674
Saint-Quentin-le-Verger,1029111
Saint-Quentin-les-Anges,2078367
Saint-Quentin-lès-Beaurepaire,2748275
Saint-Quentin-les-Chardonnets,1879168
Saint-Quentin-les-Marais,131662
Saint-Quentin-sur-Charente,729005
Saint-Quentin-sur-Coole,2210140
Saint-Quentin-sur-Indrois,222934
Saint-Quentin-sur-Isère,2055209
Saint-Quentin-sur-le-Homme,459940
Saint-Quentin-sur-Nohain,441105
Saint-Quentin-sur-Sauxillanges,475512
Saint-Quintin-sur-Sioule,1456477
Saint-Quirc,2511998
Saint-Quirin,931045
Saint-Rabier,344863
Saint-Racho,2306106
Saint-Rambert-d'Albon,2374543
Saint-Rambert-en-Bugey,1048380
Saint-Raphaël,58635
Saint-Raphaël,2473166
Saint-Régis-du-Coin,1506175
Saint-Règle,6717
Saint-Remèze,1472467
Saint-Remimont,1537934
Saint-Remimont,2634283
Saint-Remy,157201
Saint-Remy,582409
Saint-Rémy,291953
Saint-Rémy,2573318
Saint-Rémy,1151681
Saint-Rémy,651160
Saint-Rémy,1850269
Saint-Rémy,586219
Saint-Rémy,95058
Saint-Rémy,2053322
Saint-Rémy-au-Bois,1351188
Saint-Rémy-aux-Bois,127193
Saint-Rémy-Blanzy,996642
Saint-Rémy-Boscrocourt,1187832
Saint-Remy-Chaussée,2244297
Saint-Rémy-de-Blot,735411
Saint-Rémy-de-Chargnat,124402
Saint-Rémy-de-Chaudes-Aigues,1054462
Saint-Rémy-de-Maurienne,865337
Saint-Rémy-de-Provence,1574379
Saint-Rémy-de-Sillé,1004679
Saint-Rémy-des-Landes,2151598
Saint-Rémy-des-Monts,1467593
Saint-Remy-du-Nord,2724097
Saint-Rémy-du-Plain,814393
Saint-Rémy-du-Val,2648014
Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson,2734233
Saint-Remy-en-l'Eau,1080508
Saint-Rémy-en-Mauges,1320030
Saint-Rémy-en-Rollat,1069579
Saint-Rémy-l'Honoré,1546770
Saint-Remy-la-Calonne,5543
Saint-Rémy-la-Vanne,832827
Saint-Rémy-la-Varenne,1881234
Saint-Remy-le-Petit,753005
Saint-Rémy-lès-Chevreuse,1856942
Saint-Remy-sous-Barbuise,435243
Saint-Remy-sous-Broyes,2384997
Saint-Rémy-sur-Avre,2586814
Saint-Remy-sur-Bussy,1940221
Saint-Rémy-sur-Creuse,966591
Saint-Rémy-sur-Durolle,471417
Saint-Renan,631038
Saint-Restitut,2656338
Saint-Révérend,437952
Saint-Révérien,2504714
Saint-Rieul,292546
Saint-Rigomer-des-Bois,644451
Saint-Rimay,738900
Saint-Riquier,1437025
Saint-Riquier-en-Rivière,1164079
Saint-Riquier-ès-Plains,717578
Saint-Rirand,2086829
Saint-Rivoal,2019044
Saint-Robert,1506892
Saint-Robert,1396345
Saint-Roch,2400557
Saint-Roch-sur-Égrenne,2409760
Saint-Rogatien,711986
Saint-Romain,434609
Saint-Romain,1237519
Saint-Romain,414905
Saint-Romain,1114726
Saint-Romain-au-Mont-d'Or,805318
Saint-Romain-d'Ay,640971
Saint-Romain-d'Urfé,872340
Saint-Romain-de-Benet,1720294
Saint-Romain-de-Colbosc,2017020
Saint-Romain-de-Jalionas,106988
Saint-Romain-de-Lerps,2662269
Saint-Romain-de-Monpazier,1511127
Saint-Romain-de-Popey,805970
Saint-Romain-de-Surieu,564373
Saint-Romain-en-Gal,931215
Saint-Romain-en-Gier,971965
Saint-Romain-en-Jarez,2547875
Saint-Romain-en-Viennois,896216
Saint-Romain-et-Saint-Clément,2270863
Saint-Romain-la-Motte,791865
Saint-Romain-la-Virvée,2382333
Saint-Romain-Lachalm,306186
Saint-Romain-le-Noble,380997
Saint-Romain-le-Preux,583478
Saint-Romain-le-Puy,2579425
Saint-Romain-les-Atheux,1465421
Saint-Romain-sous-Gourdon,1681186
Saint-Romain-sous-Versigny,1722042
Saint-Romain-sur-Cher,1270162
Saint-Romain-sur-Gironde,1557401
Saint-Roman,2207769
Saint-Roman-de-Codières,8438
Saint-Roman-de-Malegarde,946673
Saint-Romans,2416285
Saint-Romans-des-Champs,2308623
Saint-Romans-lès-Melle,2761964
Saint-Rome,47959
Saint-Rome-de-Cernon,12260
Saint-Rome-de-Dolan,1810776
Saint-Rome-de-Tarn,165537
Saint-Romphaire,1548541
Saint-Rustice,123343
Saint-Saëns,2250603
Saint-Saire,1434924
Saint-Salvadou,1618903
Saint-Salvadour,835923
Saint-Salvi-de-Carcavès,1873634
Saint-Salvy,1008184
Saint-Salvy-de-la-Balme,677335
Saint-Samson,2095769
Saint-Samson,2765182
Saint-Samson-de-Bonfossé,956148
Saint-Samson-de-la-Roque,53906
Saint-Samson-la-Poterie,1617236
Saint-Samson-sur-Rance,452806
Saint-Sandoux,1745569
Saint-Santin,1003372
Saint-Santin-Cantalès,962926
Saint-Santin-de-Maurs,1648244
Saint-Sardos,1007380
Saint-Sardos,397785
Saint-Satur,1890179
Saint-Saturnin,2240555
Saint-Saturnin,2656850
Saint-Saturnin,2743777
Saint-Saturnin,125354
Saint-Saturnin,2664399
Saint-Saturnin,2078070
Saint-Saturnin,2440192
Saint-Saturnin-de-Lenne,1635976
Saint-Saturnin-de-Lucian,584611
Saint-Saturnin-du-Bois,1845077
Saint-Saturnin-du-Limet,845452
Saint-Saturnin-lès-Apt,1648278
Saint-Saturnin-lès-Avignon,2148319
Saint-Saturnin-sur-Loire,2337751
Saint-Saud-Lacoussière,1771326
Saint-Sauflieu,1166922
Saint-Saulge,471678
Saint-Saulve,2503899
Saint-Saury,592493
Saint-Sauvant,1972190
Saint-Sauvant,2105044
Saint-Sauves-d'Auvergne,2407317
Saint-Sauveur,722103
Saint-Sauveur,160211
Saint-Sauveur,519678
Saint-Sauveur,1561611
Saint-Sauveur,2598059
Saint-Sauveur,1599538
Saint-Sauveur,1704953
Saint-Sauveur,411414
Saint-Sauveur,2139191
Saint-Sauveur,1647432
Saint-Sauveur,1556513
Saint-Sauveur,893420
Saint-Sauveur-Camprieu,2332443
Saint-Sauveur-d'Aunis,1366534
Saint-Sauveur-d'Émalleville,1459193
Saint-Sauveur-de-Carrouges,785258
Saint-Sauveur-de-Cruzières,664511
Saint-Sauveur-de-Flée,1121941
Saint-Sauveur-de-Ginestoux,169045
Saint-Sauveur-de-Landemont,242649
Saint-Sauveur-de-Meilhan,679185
Saint-Sauveur-de-Montagut,2724760
Saint-Sauveur-de-Peyre,1430287
Saint-Sauveur-de-Pierrepont,1076935
Saint-Sauveur-de-Puynormand,2414565
Saint-Sauveur-des-Landes,1563997
Saint-Sauveur-en-Diois,1648506
Saint-Sauveur-en-Puisaye,2612178
Saint-Sauveur-en-Rue,358873
Saint-Sauveur-Gouvernet,197877
Saint-Sauveur-la-Pommeraye,2114199
Saint-Sauveur-la-Sagne,2102623
Saint-Sauveur-la-Vallée,471020
Saint-Sauveur-Lalande,577431
Saint-Sauveur-le-Vicomte,1865545
Saint-Sauveur-Lendelin,1734354
Saint-Sauveur-lès-Bray,1165471
Saint-Sauveur-Marville,329216
Saint-Sauveur-sur-École,1685173
Saint-Sauveur-sur-Tinée,1807789
Saint-Sauvier,334977
Saint-Sauvy,1318458
Saint-Savin,2011037
Saint-Savin,887183
Saint-Savin,337379
Saint-Savin,2462989
Saint-Savinien,1262591
Saint-Saviol,2398720
Saint-Savournin,1278042
Saint-Sébastien,279018
Saint-Sébastien,1290763
Saint-Sébastien-d'Aigrefeuille,2668573
Saint-Sébastien-de-Morsent,194130
Saint-Sébastien-de-Raids,1781732
Saint-Sébastien-sur-Loire,1466791
Saint-Secondin,2453501
Saint-Ségal,1417781
Saint-Séglin,2521907
Saint-Seine,1091557
Saint-Seine-en-Bâche,1475293
Saint-Seine-l'Abbaye,2675792
Saint-Seine-sur-Vingeanne,2574801
Saint-Selve,709221
Saint-Senier-de-Beuvron,1377829
Saint-Senier-sous-Avranches,2206518
Saint-Senoch,1765586
Saint-Senoux,192026
Saint-Sériès,724021
Saint-Sernin,412059
Saint-Sernin,2002671
Saint-Sernin,627332
Saint-Sernin-du-Bois,2001842
Saint-Sernin-du-Plain,1774035
Saint-Sernin-lès-Lavaur,2554752
Saint-Sernin-sur-Rance,2085986
Saint-Sérotin,709173
Saint-Servais,1293827
Saint-Servais,1254385
Saint-Servant,1500020
Saint-Setiers,1453855
Saint-Seurin-de-Bourg,767622
Saint-Seurin-de-Cadourne,956095
Saint-Seurin-de-Cursac,58364
Saint-Seurin-de-Palenne,811037
Saint-Seurin-de-Prats,915641
Saint-Seurin-sur-l'Isle,1871148
Saint-Sève,313596
Saint-Sever,52222
Saint-Sever-Calvados,747903
